name,rating,review_count,price,categories,address,latitude,longitude,phone,url,parking_available
"Hamilton, Combs and Saunders Kitchen",4.9,972,$$,"French, Italian, Chinese","36360 Lawrence Orchard Apt. 835, Minneapolis, MN 75195",45.016858,-93.271504,716.870.4978x53369,https://davis-mason.net/,No
Burns Inc Eatery,4.1,580,$$$,"Seafood, Italian, Mexican","94982 Jackson Mill Apt. 243, Minneapolis, MN 29882",45.030536,-93.245395,983-727-8358,https://www.wallace-beard.com/,No
Dudley LLC Eatery,3.7,973,$$$,"Indian, Italian","777 Mccoy Roads, Minneapolis, MN 41545",45.001878,-93.244546,307.863.2930x212,https://burns-jacobs.com/,No
"Nguyen, Dyer and Rios Kitchen",3.7,724,$$,"Chinese, American, BBQ","185 Garcia Stravenue, Minneapolis, MN 84577",44.927831,-93.322557,(960)596-1916x74112,https://www.hayes.com/,No
"Mason, Wright and Johnson Grill",4.6,941,$,Seafood,"872 Melissa Flats, Minneapolis, MN 13951",44.957003,-93.247283,(497)283-7444x0014,http://www.nelson.biz/,Yes
Gibbs-Wolf Steakhouse,3.2,618,$,"Thai, Indian","45831 Amy Inlet, Minneapolis, MN 04711",45.027604,-93.267131,001-898-813-4446x83931,https://harrington.biz/,Yes
Massey Group Steakhouse,2.9,21,$$$,"Italian, American","086 Swanson Rapids Apt. 072, Minneapolis, MN 76752",45.043418,-93.248529,+1-478-638-3616,https://thornton-hooper.com/,Yes
Estrada Ltd Diner,4.1,781,$,"Thai, French, Italian","37634 Herring Glen, Minneapolis, MN 95355",44.928657,-93.331209,(320)555-6513x1492,http://wade.com/,Yes
Rose Ltd Eatery,4.6,340,$,Indian,"2034 Wendy Way Apt. 211, Minneapolis, MN 04497",44.932209,-93.238094,7832637528,http://www.james-sullivan.com/,Yes
White-Austin Eatery,4.5,621,$$,Seafood,"58537 Delgado Corner, Minneapolis, MN 11446",44.964792,-93.202463,+1-335-923-9038x408,https://www.klein.com/,Yes
"Pugh, Rodgers and Sanchez Kitchen",4.3,178,$$$$,"Italian, Thai","960 Bailey Burgs, Minneapolis, MN 11943",44.980332,-93.204468,7287167768,http://www.wright-gordon.com/,Yes
"Lawson, Mitchell and Johnson Steakhouse",3.5,275,$$$$,"Mexican, Seafood","92776 Michael Cove, Minneapolis, MN 83843",44.945564,-93.302094,511.773.3014,https://smith.org/,Yes
"Cochran, Castro and Hale Cafe",4.2,65,$$$,"Mexican, Thai, BBQ","09235 Mahoney Highway, Minneapolis, MN 07228",45.014376,-93.315348,001-816-478-8455x3540,http://lowe-bates.net/,Yes
Cox-Simon Bistro,4.8,267,$$$,"Mexican, American, BBQ","5823 Zuniga Park, Minneapolis, MN 28403",45.037133,-93.205359,+1-832-743-5529x587,https://rhodes-blackwell.com/,No
Gonzales Group Kitchen,2.5,40,$$$,French,"86110 Michael Lakes Apt. 714, Minneapolis, MN 65270",44.979334,-93.263492,402-352-5388x64364,http://taylor-riggs.info/,No
Rodriguez Inc Steakhouse,2.7,13,$$$$,"Mexican, Chinese","723 Michael Ranch Apt. 734, Minneapolis, MN 79647",44.988605,-93.234397,(250)875-6700,http://www.farmer.com/,No
Landry Inc Kitchen,4.7,515,$$,Chinese,"70182 Edwards Track, Minneapolis, MN 81248",44.901494,-93.31451,335.919.7117x4236,http://www.collins-walker.org/,No
Shannon-Finley Kitchen,2.6,31,$$$$,"Seafood, Mexican, BBQ","353 Michael Springs, Minneapolis, MN 63218",45.000593,-93.287284,850-746-2988x14538,http://morales.com/,No
Fisher-Lynch Grill,3.7,876,$$,"Chinese, Italian","677 Karen Motorway Apt. 330, Minneapolis, MN 79124",45.000602,-93.316156,001-591-307-5632,https://king.com/,Yes
Turner-Kemp Diner,4.5,932,$$,"Mexican, Chinese","5592 Kayla Branch Apt. 253, Minneapolis, MN 77798",45.012611,-93.327903,401.689.6125x14500,https://www.allen-castillo.com/,Yes
"Mccann, Harvey and Short Bistro",4.7,85,$$$$,Mexican,"61050 Alexander Villages, Minneapolis, MN 09202",44.916179,-93.274389,+1-898-564-7453,http://garza-valdez.org/,No
Cowan-Sanchez Grill,3.5,381,$$,BBQ,"8733 Lee Squares Apt. 576, Minneapolis, MN 90950",44.938217,-93.257903,+1-504-907-6531x9018,http://www.moore-barnes.com/,Yes
Nguyen-Wilson Cafe,3.5,872,$$$$,"Vegan, French, Mexican","588 Nicole Highway Suite 426, Minneapolis, MN 91036",44.930586,-93.23377,(828)713-7567x06300,http://www.palmer.org/,No
"Hill, Holt and Moore Grill",2.5,258,$$$,"BBQ, Italian, French","78649 Lawrence Highway, Minneapolis, MN 26003",44.920217,-93.258124,+1-621-558-1659x34793,http://obrien.com/,No
Harper Inc Steakhouse,4.6,46,$$$$,Mexican,"984 Eric Vista Suite 341, Minneapolis, MN 02566",44.96958,-93.329344,750.625.3859x1628,https://www.anderson.com/,No
Sanchez and Sons Eatery,3.5,589,$$,"Italian, Indian, Seafood","90246 Reynolds Meadows, Minneapolis, MN 51567",44.911417,-93.343518,365.582.2033x836,http://davis.net/,No
Collins LLC Cafe,4.1,485,$$,BBQ,"59863 Kristin Parkway Apt. 133, Minneapolis, MN 09685",44.907306,-93.204378,9182022014,https://edwards.com/,No
Murphy-Harrison Kitchen,3.7,628,$$$,"French, American","65769 Hale Mills, Minneapolis, MN 99703",44.995285,-93.222815,+1-391-553-0071,http://www.stark.com/,No
"Moore, Stafford and Peterson Kitchen",3.5,503,$$$,"Vegan, Mexican, BBQ","50425 Marks Junction Apt. 542, Minneapolis, MN 44566",45.040133,-93.339225,(272)910-8059,http://www.clements-jackson.com/,No
"Jackson, Pierce and Leon Eatery",3.3,399,$,Thai,"5772 Phillips Stravenue, Minneapolis, MN 25507",44.901645,-93.231584,+1-215-815-6714x0430,https://www.beck.com/,No
Burton Inc Diner,4.9,149,$$,Italian,"060 Holly Station, Minneapolis, MN 98908",44.924441,-93.244816,+1-407-423-5099x1401,https://dorsey-moyer.com/,No
Robles Ltd Eatery,3.4,407,$$$$,"French, BBQ","042 Steven Junctions Apt. 421, Minneapolis, MN 73183",45.009441,-93.315823,7983904480,https://www.bailey.biz/,Yes
Adams-Miller Kitchen,4.6,369,$$,"Thai, Vegan, BBQ","399 Morris Villages Apt. 460, Minneapolis, MN 65118",44.992652,-93.278664,541.302.1218x75227,http://www.williams.biz/,Yes
Wood Group Steakhouse,3.1,698,$$,"Thai, French, Italian","547 Grant Mall, Minneapolis, MN 70597",45.006547,-93.247107,715.303.0929x73443,http://www.cook.com/,Yes
Parker Group Steakhouse,4.7,748,$$,Seafood,"956 Karen Village Suite 462, Minneapolis, MN 18404",45.037451,-93.327704,+1-970-734-6123x4658,http://park.com/,Yes
Weaver-Nixon Diner,4.7,798,$$$,BBQ,"78302 Brady Turnpike, Minneapolis, MN 84598",44.917178,-93.334978,001-795-310-8769x9156,http://www.shah-ward.com/,No
Davis LLC Grill,2.6,868,$$,"Thai, BBQ, Chinese","69678 Isaiah Plains Suite 304, Minneapolis, MN 64794",45.004575,-93.209198,001-552-390-6046,http://greer.com/,Yes
Brooks-Duncan Grill,3.7,757,$$$,"Seafood, American","5051 Myers Track, Minneapolis, MN 38129",45.018126,-93.2541,887.270.5896x98006,http://henry.biz/,Yes
Watts Ltd Grill,3.8,401,$,BBQ,"64839 Katherine Hill Apt. 732, Minneapolis, MN 15260",44.937934,-93.283241,469-316-7726,http://compton-miller.com/,Yes
Navarro-Collier Cafe,3.9,333,$,"French, Thai, Vegan","205 Melendez Camp Apt. 301, Minneapolis, MN 63014",44.912767,-93.31713,653-727-7039x84014,http://www.jackson-gutierrez.com/,Yes
Martin Ltd Diner,3.0,327,$$,Indian,"26242 Sanchez Pass Apt. 091, Minneapolis, MN 47104",44.983912,-93.243359,540.592.6010,https://madden-lane.com/,Yes
"Castro, Butler and Phillips Grill",4.2,874,$,American,"2339 Yesenia Ports Apt. 168, Minneapolis, MN 79742",44.915571,-93.346061,305-719-3508,https://johnson.net/,No
Benson-Davis Kitchen,3.1,667,$$$$,"Italian, French, Mexican","9389 Hansen Squares Apt. 177, Minneapolis, MN 20869",44.902599,-93.270547,(644)932-1524,https://forbes-day.com/,Yes
Martinez-Price Cafe,4.3,277,$$$,Mexican,"360 Connie Ports, Minneapolis, MN 79094",44.927231,-93.268898,(952)419-7668,http://www.underwood.com/,No
Cook Ltd Cafe,5.0,544,$$$,"Seafood, BBQ, Italian","742 Cline Inlet, Minneapolis, MN 35738",44.983085,-93.347628,7975127146,http://roberts.org/,Yes
Boyd PLC Kitchen,4.8,639,$$$,"Indian, Vegan, American","661 Smith Mill, Minneapolis, MN 97454",44.961384,-93.202142,512-322-0989x04060,https://www.marks.org/,No
Murray LLC Grill,4.8,431,$$$$,"Chinese, Thai, American","244 Wilcox Fields, Minneapolis, MN 69442",45.033339,-93.22209,4779106396,https://www.adams-horton.org/,Yes
Ramirez-Daniel Kitchen,4.9,797,$$$$,BBQ,"2681 Harvey View Apt. 999, Minneapolis, MN 58598",44.908377,-93.240748,363.433.2588,https://baxter.net/,No
"Curry, Foster and Gibson Diner",3.9,918,$,"Chinese, Seafood, Indian","5091 Huang Summit Suite 973, Minneapolis, MN 85761",44.966779,-93.293765,001-314-426-0389x5704,https://www.gordon.com/,Yes
Rodriguez-Kent Eatery,2.8,787,$$$$,"Vegan, BBQ","143 Joseph Points Suite 190, Minneapolis, MN 44582",44.946738,-93.227171,821-265-8575,http://www.moran.org/,Yes
Brooks-Fritz Eatery,4.6,696,$$$,"BBQ, Thai","658 Murphy Light Suite 170, Minneapolis, MN 87628",44.911494,-93.266111,740.602.4312x56040,http://www.white.com/,Yes
Davis-Jackson Steakhouse,3.4,577,$$,"French, Italian","342 Hernandez Roads Suite 780, Minneapolis, MN 09304",44.910525,-93.21162,717-787-9702x3715,http://collins.com/,Yes
"Hernandez, Parker and Ward Diner",2.8,649,$$$,"BBQ, Seafood, Italian","24626 Melissa Mountain, Minneapolis, MN 43669",45.037205,-93.201975,964-225-6691x445,http://hicks-hernandez.org/,No
Herrera Inc Bistro,2.7,898,$,"Indian, American, Italian","8893 Danielle Tunnel Suite 788, Minneapolis, MN 66102",44.930447,-93.23251,001-453-923-7847x3913,https://www.whitehead-chapman.info/,No
Williams Group Steakhouse,3.4,51,$$$,"Italian, Indian","50594 Rachel Dam, Minneapolis, MN 64159",44.895583,-93.266722,001-713-337-4731x436,https://burke-kelly.com/,Yes
"Murphy, Johnson and Nelson Kitchen",3.6,353,$$$$,"Thai, Vegan, American","6552 Roach Orchard, Minneapolis, MN 55281",45.041536,-93.225852,+1-375-826-9293x913,https://www.romero.info/,Yes
Griffin LLC Diner,3.3,701,$,Mexican,"81506 King Track, Minneapolis, MN 11934",44.900972,-93.206291,+1-942-890-8472,https://www.smith.com/,No
