Restaurant Name,Reviewer Name,Review Rating,Review Text,Review Date
Panda Express,Kooper Koltes,1 star,"Ordered online with the guarantee that my order would be ready at my desired pick up time. I get to the restaurant, doors are locked, signs posted on the door saying that the dining room is closed for that week. Yeah, okay, not surprised …",4 years ago
Panda Express,Rain Padgett,2 stars,I ordered takeout so I could just pick it up after work. They didn't even have my order ready at their stated time and only started making it after I got there and told them my name. What's the point in ordering takeout if they make it …,3 years ago
Panda Express,Kathy Crain,1 star,"I always did drive through, but yesterday I had guests so we dined in.  First thing, the gal that helped us was wearing a white winter coat that was so disgustingly filthy. It was black all over the front and going up the arms. We have no …",3 years ago
Panda Express,Bekka Roe Nassivera,2 stars,"I heard this was a good place to eat, but my Husband and I thought the food was really bland. I had the Sweet and sour Ckn with shrimp and walnut entree's with an egg roll. My Husband ordered a different entree, and both didn't have much …",3 years ago
QDOBA Mexican Eats,Timothy Olson,4 stars,It's a typical Qdoba.  Not very big.  Prices are normal.  It's clean.  I like that the lids to the pop don't require a straw (I'm a straw lover but I'll put the environment over that).  It's quick.  Good queso (though I'd trade it for a …,2 months ago
QDOBA Mexican Eats,Julia Sharp,1 star,Terrible experience. We came in at 12:30 and stood in line while one of the workers was taking care of another order they messed up. The portions were so skimpy that I took 6 bites out of my bowl and it was gone and it didn’t even fill me …,3 months ago
QDOBA Mexican Eats,Trinity Seedorf,2 stars,I’ve been to plenty of Qdoba’s and have had excellent service. The Mankato location is not quite up to par. I ordered the 3-cheese queso bowl through the app and didn’t receive any queso in my bowl. I also didn’t get chips with it.,4 months ago
QDOBA Mexican Eats,Xeehnia Yang,5 stars,Surprised at how big this burrito was! Definitely way bigger and better than chipotle. Was waiting in line with my boyfriend and unfortunately we didn’t get the free 100 thing but the staff was very friendly and helpful. Loved their avocado …,6 months ago
QDOBA Mexican Eats,Bill Desmond,2 stars,"This was not our first time at Qdoba. However, this was the worst service. The food was, for the most part, Qdoba standard. I did ask for a quesadilla that was made in one pile. It did not spread out while cooking, and they did not have it …",6 months ago
QDOBA Mexican Eats,Karly Dimich,5 stars,"I waited in line for grand opening it was definitely worth it! Manager and staff are so friendly and the food was perfect. All the food was super fresh, you could see them grilling all the chicken while we were in line.",6 months ago
QDOBA Mexican Eats,Adam,5 stars,Staff is kind and very friendly. They are very good at accomadating a mixed culture community and their food is wonderful! This place is awesome when it comes to handling young kids and the kids at heart. The staff has always made me feel …,a month ago
QDOBA Mexican Eats,Ellie Otto,1 star,This place is a hard place to dine at. I watched and heard the employees discussing real concerns about how they are being mistreated and underappreciated. The manager walked around very mad and simply told the employee that he didnt …,a month ago
QDOBA Mexican Eats,Gnomestead Farms LLC,5 stars,I was in town for the day and decided to try this Qdoba. The store was super clean. We were greeted immediately with a smile from the staff and helped to make our food. The food was fresh and delish. I will definitely stop next time I am in town.,a month ago
QDOBA Mexican Eats,Mike,3 stars,There really wasn't anything wrong with their food It just wasn't up to my taste standards. I like their competitor better and I feel that the portion sizes are larger at their competitor as well. It was nice that their silverware was wrapped but they also didn't have straws.,5 months ago
QDOBA Mexican Eats,Aj Peltier,4 stars,Wonderful service I haven't been to a fast food place wair the people were happy doing there job it was very nice to see,4 days ago
QDOBA Mexican Eats,Kimberly Hart,1 star,"The Mankato Qdoba isn’t at all what I’ve come to expect from the chain—in terms of service, especially. Ordered takeout, only to get home and see that my order was completely wrong, especially in terms of the nachos ordered with no queso …",2 months ago
QDOBA Mexican Eats,Heather Brungardt,5 stars,Food was hott and taste great.. the manger and employees were very kind even with me losing my voice.. had a amazing experience all around.. i wish all restaurants were so kind,2 months ago
QDOBA Mexican Eats,Nyakueth Daniel,5 stars,"Laith the night manager is amazing!!! Anytime I come in, he is so helpful and pleasant. Never a frown on his face no matter the traffic and how crazy it can get!! The portions are great and it was an overall great experience!",3 months ago
QDOBA Mexican Eats,Christina Webber,5 stars,Service was great and my steak bowl was absolutely amazing! The guy in the purple shirt (sorry I didn't catch his name) was super helpful AND they don't charge extra for guac! 10/10,4 months ago
QDOBA Mexican Eats,Bethany Lass,5 stars,"Great spot, superb for allergies as well as Gluten & Dairy free.
Would definitely go back!",a week ago
QDOBA Mexican Eats,BeKind “BeKind”,5 stars,We used Qdoba to cater a wedding last month. They were fantastic! We have several family members who are celiac and the people at Qdoba were aware about cross contamination and careful to keep us safe! The food was SO delicious. Our family …,5 months ago
QDOBA Mexican Eats,Caesar Callaway,1 star,"Huge disappointment, egregious business practices, bland food, and obnoxious dining experience. First and foremost a large fast food chain should not have their employees rely on tips to make by if they need to have tips to make the …",5 months ago
QDOBA Mexican Eats,Lacey Miller,1 star,"I have never been at such a disgusting Qdoba in my entire life. Seriously there needs to be some management there and get that place cleaned up. It is disgusting. There is stuff all over the floor. Nobody knows how to clean, there's boxes …",4 months ago
QDOBA Mexican Eats,Jordan Militello,2 stars,I ordered doordash and the food was fine but my drink was awful. I ordered a root beer and it genuinely tastes like carbonated water. There is absolutely zero flavor in it and I dumped it down the sink. Super disappointing because I love root beer.,6 months ago
QDOBA Mexican Eats,Flip Gnarly,1 star,0/5! MISSING ITEMS! Old ingredients! Sloppy construction/presentation. Small portions. Over priced and bland. I love qdoba. I was so excited to see we were getting one in mankato.  Absolute trash waste of time. I gave them a few weeks to …,5 months ago
QDOBA Mexican Eats,Sophia Lawrence,1 star,"Got two bottles of milk at this location, both were one month expired and CHUNKY. Might i add that the milk was for two young children? Absolutely not okay, won’t be coming back and wouldn’t recommend.",4 months ago
QDOBA Mexican Eats,Elijah Elledge,1 star,"Ordered online, took a while to get the food. When we opened the bag they completely missed TWO orders of chips that was paid for. The quesadilla was messy, looked like it got ran over by a freight train, and tasted like leftover chicken. …",4 months ago
QDOBA Mexican Eats,Andrea Siouxper Mama Thayer,1 star,Very small portions while they scraped the bottom of the pans. The meat was superrrrr dry and over seasoned. The staff on duty were not able to offer a refund.,5 months ago
QDOBA Mexican Eats,Odalys Lopez,3 stars,It was quite busy but I'd say it was good customer service. The person serving kept getting confused and didn't really know the meats but I'd attribute that to how new everything is. I got a bowl with chicken and white rice. I'm not sure if …,6 months ago
QDOBA Mexican Eats,Patrick Earley,5 stars,"Went in just recently and the food is amazing, all the employees were not only professional and polite but absolutely delightful! Only notes is have are:pump up the spiciness and try to salt the chips a bit more evenly! Will definitely be going back!",6 months ago
QDOBA Mexican Eats,Sahyra Talamantes,5 stars,"me and my friends showed right before closing at 9:53 pm. the guy that served us was wearing a purple shirt and he was in very good spirits even tho we came right before closing. he didn’t rush us and let us eat inside even tho they were closed already. great service, give him a raise!a",4 months ago
QDOBA Mexican Eats,Eyob Gezahegne,5 stars,I had an amazing experience at Qdoba. The staff that were present during the time were Laith and Natalie. They were extremely helpful and provided me with proper customer service and support. I’ll definitely recommend this place for others!,5 months ago
QDOBA Mexican Eats,Caitlyn McPeek,5 stars,"I have been waiting for this moment since I moved to Mankato🧡🧡

However, the older lady with the flower earrings, who was “helping” in the food …",6 months ago
QDOBA Mexican Eats,Shelby Bentley,5 stars,"I don't write reviews usually but recently had dinner at the qdoba in mankato, and the quality og food blew me away. The ingredients were incredibly fresh, and everything was cooked great. The flavors were spot on with the cholula chicken, …",5 months ago
QDOBA Mexican Eats,Diamond Thomas,5 stars,"When i come in to order, eveyone slways has a smile and always doing things around the store!
Food is great, the people are better!",a month ago
QDOBA Mexican Eats,Drake Thompson,5 stars,Amazing food and the people serving are friendly and love to chat! Amazing service overall and very well cleaned,a month ago
QDOBA Mexican Eats,Marcus Corbin,2 stars,"I know it was the first day, but there were 6 people behind the counter and it took forever. Seems like more training is needed! One person couldn't even roll my burrito. We also got charged for something we didn't get (steak). Both our …",6 months ago
QDOBA Mexican Eats,Tay Turner,2 stars,"Chicken had an odd texture somewhere between dry and flaky yet oily and squishy in a fatty kinda way? The chips were wildly oversalted and my burrito wasn't constructed with the ingredients evenly spread out making for an unenjoyable eating experience. The service was good though, friendly communication.",6 months ago
QDOBA Mexican Eats,Jordan Miller,2 stars,"Ordered 2 burritos ... both were very small and barely stuffed, had little to no chicken; it was honestly mostly tortilla. Ordered online so maybe they skimp on fillings, will at least try ordering in person next time. The flavors that were …",6 months ago
QDOBA Mexican Eats,Aidan Johnson,5 stars,Always a great place to get fast dining at an affordable price. Very good food here,a month ago
QDOBA Mexican Eats,Danielle Meyer,5 stars,"Stumbled in here on our way home after having a terrible day. Turns out they weren’t technically open but it was friends and family night for a soft open. Staff was so friendly, kind,  happy, and quick! Just what Mankato needs! Every employee had a smile on their face! Can’t wait to come back when they open!",6 months ago
QDOBA Mexican Eats,Gustav Sandborg,1 star,"I'm a huge fan of Qdoba, whenever we are in Sioux falls it's a must stop, got very excited to get one here in Kato finally. …",6 months ago
QDOBA Mexican Eats,Connor Sanchez,5 stars,"LAITH the manager is the best manger ever. I can not stop talking about him he is so cool, super nice and great. Thank Laith
-Connor",5 months ago
QDOBA Mexican Eats,Chaya Cardonick,5 stars,Great quality food and staff! This franchisee works hard to make sure that everything is perfect. 10/10 love James (he says he’s in town helping with local marketing) and he is a wonderful representation of the brand!!!!,6 months ago
QDOBA Mexican Eats,Nicole Clabo,1 star,I’m not one to review online. I did not see anywhere in the app to do so? I ordered delivery today at 11  which took almost hour to get. It’s a new location so I understand. It’s really about the food.I eat at Qdoba any chance I get when …,6 months ago
QDOBA Mexican Eats,Wesley Toupence,5 stars,"Waited outside for the grand opening, was worth the wait! Free food is always good, but it was delicious. Building is kept a little cold and staff are very friendly and quick learners!",6 months ago
QDOBA Mexican Eats,John C,1 star,Love qdobas but 2nd time going wow it went down hill. Guy with tattoo on his arm is super rude. Don't work in the food industry if you have a attitude.,3 months ago
QDOBA Mexican Eats,erica,1 star,i said i wanted veggies no meat and the dude didn’t know what i meant. caused a whole backtrack. all the workers seem so confused. never coming back chipotle is way better,5 months ago
QDOBA Mexican Eats,Jenna Verbout,5 stars,"Staff was welcoming, dinning area was clean and food was delicious. Overall great experience.",5 months ago
QDOBA Mexican Eats,Andrew Wilson,3 stars,Food just tastes like they're using extra spiciness to mask the fact that theres little flavor,2 months ago
QDOBA Mexican Eats,Teresa Gillis,1 star,My bowl was terrible she wouldn't give me fresh rice scrap the bottom of pan meat was cold and very tough. The girl was very rude. Would never eat there again.  Terrible place,6 months ago
QDOBA Mexican Eats,Colt Gregoire,5 stars,Qdoba is amazing. I waited 6 hours in line just so I could be the first person in the new building. Cant wait to use my free bowls every month. Thank you Qdoba!,6 months ago
QDOBA Mexican Eats,Laura Stone,5 stars,Staff and manager are very friendly. Love the food here!,a month ago
QDOBA Mexican Eats,Card My Yard Mankato,5 stars,"So excited to have Qdoba in Mankato finally! Greeted us immediately upon entering. Staff was very knowledgeable of all the protein and condiments, loved that they recommended their favorites too! Welcome to Mankato Qdoba! ❤️🌮 …",6 months ago
Pizza Hut,Logan Campagnone,1 star,"Ordered a pizza with garlic sauce and the entire middle crust was raw. I called and was told that it was because I ordered the garlic sauce and that they could ""remake it, but it would be the same amount of raw."" They refused to give me a …",5 months ago
Pizza Hut,Katie Regha,5 stars,"Ive recently been mobile ordering food here quite a bit and they always do a great job! The food is always really good, never had any issues with it. I always order the deal box with a personal pan pizza and wings. The staff seem nice as …",a month ago
Pizza Hut,Eric Thomas,2 stars,So after a day of traveling the last thing I wanted to cook at home so I decided to order out. I have had food from this location numerous times. I got the meat lovers melt my girlfriend got the cheese pasta and we got a order of bacon …,8 months ago
Pizza Hut,Brock Allore,1 star,I recently decided to give our local hut another shot. I should have remembered the struggles with consistency this location has. Ordered for delivery on a Monday evening with a 25 to 30 minute window. 90 minutes and we've given up anything …,a year ago
Pizza Hut,Alex B.,4 stars,"Okay, if you get their call center, hang tf up and try again later. It took me 23 minutes to order a bogo. I paid $20, I would’ve paid $40 to save the headache. 9/10 times, if I’m ordering pizza, I’m tired and done dealing with the day.",a month ago
Pizza Hut,Julie Gonzalez,4 stars,"This is more of a delivery or pick up order pizza place. I was from out of town,  using GPS to locate the Pizza place, I thought “oh no, it’s closed!”  I happened to see a car on the side driving away so I pulled around. …",5 months ago
Pizza Hut,Tanya Fehr,1 star,"Ordered a pizza for delivery (tipped 25%), but it was never delivered.  We have a ring doorbell (and 3 dogs that do what dogs do when someone comes to the door), so I am 100% positive it was not. The tracker says delivered at 12:09am. Of course the store is closed. I tried calling,  but no luçk.",5 months ago
Pizza Hut,Garrett,2 stars,"The stuffed crust pizza I ordered had the thinnest crust imaginable. They also didn't follow my order for what toppings go on which side. One positive is the root beer was delivered cold. The fees for delivery are too expensive when you are also expected to tip. The food tasted alright though, cheesy bread was good.",7 months ago
Pizza Hut,Angie Selby Pick,1 star,"If you want your pizza not cooked, this is the place for you. Haven't ordered in years because of this. Congratulations you're still at it.🙌 …",a month ago
Pizza Hut,Cathy Hale,3 stars,"My Husband and I ordered delivery from here tonight. The pizza and wings were great but, the ordering process was a total sh** show! I spoke to 3 different people and got cut off in the middle of my order twice before I finally got to complete my order! There's got to be a better way to do this!",7 years ago
Pizza Hut,Brent Rossow,1 star,"Terrible pizza and service. Every. Single. Time.

No, the chicken and sausage was not a thin crust. It's a hand-tossed crust that …",6 years ago
Pizza Hut,Bizzy Bone,1 star,Ordered delivery.  Said the delivery time but the rest of the updates were non-existent.  I finally got a call from the hotel front desk and he said it had been there for an hour.  Be better pizza hut!  Your food is superior but the delivery drivers apparently are lazy and flakey.  Just call me!!!,8 months ago
Pizza Hut,Jenna Lager,1 star,"I’ve been trying to get in contact with this Pizza Hut for weeks, as my delivery order was incorrect. They told me they’d refund me and never did. I’ve called the number to get hung up on. I’ve contacted their online portal twice to get an …",9 months ago
Pizza Hut,Lindsey Palsa,1 star,"They made two of my pizzas wrong out of my order, but instead of remaking the correct ones for me, they offered me $5 off my NEXT order to resolve the issue. So I threw away two pizzas that I had to pay for and have to go get dinner from somewhere else, all for $5 off a next order that won't be happening.",a year ago
Pizza Hut,Ian Lewis,1 star,"Go anywhere else. Wrong food, cold and only brought half the order and then asked if we still want the remaining.",5 months ago
Pizza Hut,Andrea Siouxper Mama Thayer,1 star,The pizza was not baked / cooked all the way. The cheese wasn’t melted and the toppings were not great either. The onions were practically raw. Asked for curbside delivery due to not feeling well and I still had to go inside and get it myself. Not happy at all about my experience,a year ago
Pizza Hut,Matt Walterson,1 star,Quality has definitely gone down and is well below what anyone would consider baseline acceptable for a pizza hut. …,a year ago
Pizza Hut,Kyla Heiss,5 stars,"Decided to treat my family to pizza today. This Pizza Hut was amazing, the staff was friendly and courtesy, they patiently answered all of our questions. They informed us that our order would be ready in 15 minutes and we waited in our car. …",2 years ago
Pizza Hut,Kayleen Hurley,3 stars,"Food is always great, BUT, PLEASE fix both the app and the online version of your site. Just spent over an hour trying to make an order! Ended up havin to split the order with my friend and call to make the rest of my order... Damn, my migraine just came back. Not cool dude.",a year ago
Pizza Hut,Duncan Widman,1 star,"It took 1.5 hours to deliver. I ordered at 6:50 p.m. and I received my order at 8:20ish. I called the store and they said they were really busy. However, I've ordered from different pizza stores, such as Papa John's and Marcos, at these …",6 years ago
Pizza Hut,Angela Harrison,2 stars,"Worst delivery ever! Ordered 8 wing & fries. Received 4 cold wings & those fries,didn't have a chance.  But the Manager on duty was Awesome! Although I had to drive up there. He made it worth coming out . He made good on his promises and …",3 years ago
Pizza Hut,Kayla Larson,1 star,"order never arrived. called in twice. first was told i just needed to wait a bit longer it was out with the driver. second was talking to the driver who was adamament he delivered the pizza, insinuated i was lying to get free pizza. if he …",2 years ago
Pizza Hut,Carissa Kuball,5 stars,My favorite pizza! Friendly staff. Pizza was ready in no time,5 years ago
Pizza Hut,Susan Floren,3 stars,"Our order was ready quickly.  The bread sticks were just okay. They did include marinara sauce, so that was nice. The pizza was not very good. They are competing with a lot of other pizza places in town. They need to work on the taste of their pizza.",5 years ago
Pizza Hut,Mia Rodriguez,5 stars,"I usually order online, but i decided to just call today to order wings AND LET ME TELL YOU! That was the most professional phone call I've ever had with anyone taking my order over the phone. She was beyond thorough; asking for my phone …",3 years ago
Pizza Hut,jawsomebro1 lol,5 stars,I like pizza hut pizza and have for many years.  I enjoy the personal pan pizza along  with hand tossed.  Service has been good as well as the pizza.  I like the bread sticks and the big cookie too.  I usually order online rather than …,4 years ago
Pizza Hut,Hailey Schauer,1 star,Delivery instructions were ignored. App is so buggy you can barely even get an order out in the first place. Pizza was left outside and was cold by the time we found it.,a year ago
Pizza Hut,Travis Shafer,1 star,Just ordered some wings and bread sticks.  When I opened my box of bread sticks there was no marinara sauce.  When I called to ask for I cup I never once got an apology.  Instead I got an attitude that to me seemed like I was …,8 years ago
Pizza Hut,Daniel tailz Mayotte,3 stars,"I ordered a pan pizza hawaiian style. It got here and it tasted like Wet  Dough clearly undercooked . I called to file a complaint and the first person, I talked to, seemed to have issues. I asked to speak to the manager and I believe her …",7 years ago
Pizza Hut,James Jackson,2 stars,"It's fine unless you order a pan pizza... I have on two occasions ordered pan pizza from this location....(my favorite) and both times it's been extremely doughy/raw in the middle. The manager on one occasion telling me that he ""made the …",11 years ago
Pizza Hut,Dawn Waterbury,1 star,"We ordered delivery and I had to go through some ""routing"" who didn't even know what city I was calling from (although the gentleman was very friendly).  He told me that the delivery would be 30-40 minutes.  After an hour I called the same …",6 years ago
Pizza Hut,ArkliteDC,2 stars,I ordered here a few times when I first moved here and it was decent. Your average Pizza Hut. But in recent months they have decided to stop delivering to me. I live like 3 blocks off Madison next to Hy-Vee. It's almost a straight shot up …,5 years ago
Pizza Hut,Stomach_ Talks,2 stars,"I usually enjoy Pizza Hut but lately they haven't been that good. I signed up Hut Lovers to get the free cheese bread sticks. With that order we were suppose to get 2 marinara sauce cups and we didn't get them. Also, the cheese bread sticks …",9 years ago
Pizza Hut,Courtney Welke,4 stars,Very good pizza and bread sticks made just the way we ordered...not dry and overcooked! One of our favorites for pizza!,a year ago
Pizza Hut,Faisa A,1 star,Disgusting customer service! Who spits on someone’s box of pizza because they have to take a flight of stairs? That is unprofessional and disgusting!! The rude behavior of the employee was unnecessary. Wasn’t even concerned but rather make …,3 years ago
Pizza Hut,Natalie Robins,5 stars,I wish our Mankato Store had a phone number.  I would have called them.   Why?   Because when I opened my box I was pleasantly surprised with the best looking Supreme Pizza I had seen in a long time and it tasted really good!  Thank you!,3 years ago
Pizza Hut,Shukri Warsame,1 star,"Literally charged me for my order and when I got there they tried charge me with out letting me know.  Thank got my card was on lock, so it was declined. One the staff came up to me talking about my card is declined. And I tried to show him …",4 years ago
Pizza Hut,Audrey Timm,1 star,It doesn’t really matter when they ask what kind of wings you want because they’re dry as hell when you get them anyway. Then when you ask for more sauce they just say you have to shake them but they won’t give you more sauce. Absolutely …,4 years ago
Pizza Hut,Dilan Callahan,1 star,"Ordered a Box because everyone in the house was very hungry, spent $35. We usually order dominos but decided to try something different it was not worth it. We waited well over an hour for delivery on a Wednesday and when it got to us it …",6 years ago
Pizza Hut,Chole Stevens,1 star,Few days ago went in to pick up pizza and a younger lady with dark hair in a braided bun was being extremely disrespectful  to one of the delivery drivers and giving him snarky comments and was overall rude. Made me really uncomfortable to …,6 years ago
Pizza Hut,Sean Esslinger,1 star,Bad customer service. Ordered 2 pizzas on the 9-20-15 and had to wait a total of three hours. It was after the Vikings game... They claimed that they were low on staff and would be happy to give me the pizzas for free. I called in multiple …,9 years ago
Pizza Hut,Roger Spears,1 star,"Has got to be the worst pizza I've ever ordered in my life... How is it 2018 and this company exists still. Figured I'd try them out since it's been a long time. I generally order Toppers, Papa, or Dominos. Any of those are better options …",6 years ago
Pizza Hut,Ashley Hatzenbeller,1 star,"I so wish I could give -5 stars. I'm pissed, I've never had terrible customer service with any other business. I work in hospitality and they definitely need new employees. We placed an order around 9pm over the phone for delivery. The man …",6 years ago
Pizza Hut,Emerald Bonebrake,5 stars,"Was at friends and they ordered for delivery few days ago, gentleman arrived quickly and was nice. Believe he said his name was Ryan(?). He went above and beyond just delivering and stood there and actually talked with us and made our day! Never was a fan of the food here but because of him I will be ordering delivery again!",6 years ago
Pizza Hut,Toni Popp,1 star,Called at 5:50 pm on Sunday to place a carryout order. They hung up on me. Called back a few minutes later thinking it was a mistake-- same person answered and said they were closed. …,2 years ago
Pizza Hut,Pat Gordon,5 stars,Food was great delivery guy was early and very friendly wish more people would be like him 10 out of 10!!!!,a year ago
Pizza Hut,Jessica Miller,1 star,"Burnt calzone
Dry wings
Burnt and wrong pizza!
Dry breadsticks",a year ago
Pizza Hut,alyssa g,2 stars,They quite frequently have messed up my order and the last two times we’ve ordered delivery we ask for contactless delivery and requested it left at our doorstep but instead the delivery guy sits and rings the bell and knocks obnoxiously …,3 years ago
Pizza Hut,Sanctus Occidere,1 star,Please please don’t eat here. I was a manager at this restaurant and you would be applaud at the deplorable status of this food establishment. The pans are caked with old saturated dough that in itself is a health hazard. Frozen dough that …,6 years ago
Pizza Hut,Katelyn R,4 stars,Love the bread sticks. Love the pepperoni pizza. Wished they'd switch back to the old Canadian bacon instead of the nasty salted bacon pieces.,a year ago
Taqueria Dona Tere,Eva,5 stars,"If you find yourself in Mankato and looking for some lunch, drive straight to Taqueria Doña Tere!!!! They gave me a humongous burrito, the pastor (pork) was delicioussss, and the spicy salsa was the right amount of heat for this gringa! The …",3 years ago
Taqueria Dona Tere,",,",5 stars,"Arguably the best Salvadoran / Mexican food in Mankato.  I didn't have a high bar to begin with when coming here, after all how good can mall food court food be? Wow was I blown away. Prices are low, portions are huge, and the al pastor …",3 years ago
Taqueria Dona Tere,Marcus Corbin,4 stars,"Food is always very good and fresh here. However, there is usually a long wait even with many people working. It is worth the wait though! Many different affordable options to choose from whether you want something small (taco, tamale) or a bigger plate.",a year ago
Taqueria Dona Tere,Michael Mesa,5 stars,IM FROM CALIFORNIA AND DIDNT THINK THERE WOULD BE MEXICAN FOOD LIKE IM USED TO BUT I CAN TELL YOU THAT THIS PLACE IS HANDS DOWN THE BEST MEXICAN FOOD THAT I'VE FOUND SINCE MOVING TO MINNESOTA. …,3 years ago
Taqueria Dona Tere,Sarah Hermel,5 stars,"Love their food! Love their service, the atmosphere, and the quantity are a huge plus as well! You can get two meals out of the price you pay for just the one!",a year ago
Taqueria Dona Tere,Jannell Pinto,1 star,Charged me for the burrito Lola w/steak. ZERO steak in it. Should've  just got the veggie burrito instead because that's what it was. 😑 Big thumbs down!👎 …,8 months ago
Taqueria Dona Tere,Tim Wentz,5 stars,"This might be the best Mexican food in Mankato!  The atmosphere is what it is, because it's in the mall, but their service has always been quick and speedy.  Try there pork, and their hot sauces are great too!",a year ago
Taqueria Dona Tere,Aaron Heier,5 stars,"I am a fairly recent transplant from the West Coast and a huge fan of Mexican food, and I can say without Hyperbole that this is the best-value Mexican joint that I have ever tried.  I have been a weekly customer here for quite some time, …",3 years ago
Taqueria Dona Tere,Vanessa Hernandez,5 stars,Excellente place to eat !! Authentic Mexican food . Love it and the Giant burrito Was just on point .. Highly recomend it!,9 months ago
Taqueria Dona Tere,Nick P,5 stars,Excellent Food and service!,9 months ago
Taqueria Dona Tere,Ramona Velasquez,1 star,I ordered 3 Al pastor tacos and when I received them they were ice cold. I then went and told them and they just popped the tacos in the microwave🤮🤮That to me was shocking to see and very unprofessional the food was absolutely disgusting. If I wanted microwave food I would of just stayed home. …,11 months ago
Taqueria Dona Tere,Kristin Moorhouse,5 stars,Best Mexican food I've ever had! I have to go every time I'm in the mall. I've had the Mankato tacos twice and it's very good. The Spanish rice is my favorite!! I can't wait to try other items on the menu.,3 years ago
Taqueria Dona Tere,Jen Baxa,5 stars,"We had the Doña Tere taco truck at our graduation party, and it was wonderful! Everyone loved the food. We would definitely work with them again!",a year ago
Taqueria Dona Tere,Debara Smith,5 stars,"We had the Large Burrito, and it was beyond delicious. Best I have ever had.",8 months ago
Taqueria Dona Tere,Mike Buchanan,5 stars,"This is a restaurant in a food court! They need there own building, the food is fabulous the people are excited about serving wonderful change in today's service.  Portions are over the top, it is a must to stop and eat or take home",a year ago
Taqueria Dona Tere,Mando Ramos,5 stars,Love the food here one of my other go to places to eat when i am in Mankato. Food here tastes great.,10 months ago
Taqueria Dona Tere,Kyle DeAtley,3 stars,Leaving a 3 star review because the food was okay.  I came here looking for birria tacos and was told they don't have any. Okay fair enough.  Instead of pointing me to the other Mexican establishment in the same food court that did serve …,2 years ago
Taqueria Dona Tere,Gabriel Crispin,2 stars,Food overall was 3/10. Definitely not worth it for the cost. 17 bucks for a shrimp/steak platter.,a year ago
Taqueria Dona Tere,Arnold Lechuga,5 stars,Excellent food! Authentic flavor!  Generous portions. Good staff.,a year ago
Taqueria Dona Tere,Joseph Tietema,5 stars,The food is awesome and the portions are huge! The pastor was great and the Gordo Burrito is easily enough for 2 people. Great local restaurant right in the middle of the mall!,3 years ago
Taqueria Dona Tere,Glenn Abbott,1 star,I had a Beef Surpreme Taco and had to remind the young lady that Sour Creme went on the Supreme. The Food was Real Greasy and Tasted old and the Customer Service is Terrible. I'll Never eat there again.,3 years ago
Taqueria Dona Tere,Odalys Lopez,5 stars,"For sure some of the Mexican food in town, skip going to the terraza or mazatlán this is the place to go. So many dishes, every single one authentic and delicious. And this is coming from someone who is latin, not only is the owner is so …",3 years ago
Taqueria Dona Tere,Tod S,5 stars,Do not overlook this place!! Absolutely incredible place to eat. You will not find better Mexican food and the portions are huge! Don't miss the grilled Jalapeno or the Carne Asada. You will not regret eating here. Thank you to the team here for my absolute best Mexican meal ever. 😃 …,4 years ago
Taqueria Dona Tere,gustavo garza,5 stars,Food is delicious! It's less expensive and better tasting than other Mexican places. Fast and friendly service. They have the best barbacoa in town!,4 years ago
Taqueria Dona Tere,Missy Isles,4 stars,"Great stop at the mall! The people working here are always super friendly, and they have a great menu!",11 months ago
Taqueria Dona Tere,Chelsea Hoff,5 stars,The best Mexican food in Mankato. Everything you order is fresh and tastes delicious. The staff is friendly and patient when you don’t know what to order. Highly recommend eating here!,3 years ago
Taqueria Dona Tere,Dana Larson,5 stars,In the MALL? Amazing food!!! I tell EVERYONE about this place. You can’t beat it! Absolutely unforgettable food. Worth the time to check it out. Again..... AMAZING. WOW! I was like... am I IN MEXICO? Just WOW. CHECK THEM OUT!,6 years ago
Taqueria Dona Tere,Mark,5 stars,Stopped in for some tacos and I was very impressed...I think the best I've had in town. The rice was so flavorful too. 5/5,2 years ago
Taqueria Dona Tere,Matthew wilking,5 stars,"Great food. Should have been voted for the best Mexican food in Mankato. Not the other place ""the who shall not be named"" amazing tacos and best place to get my flan fix xD.",4 years ago
Taqueria Dona Tere,David Blair,4 stars,Have been there 2 times now got tacos the first time and they were good 2nd time got a burrito and it was not as good if you dine in you will get chips and salsa but the salsas not so good I think it may be cheap store bought all and all not bad eats for the money,4 years ago
Taqueria Dona Tere,Jonathan,5 stars,Looking forward returning to Mankato from Saudi Arabia so that I can enjoy the delicious cooking from Taqueria Doña Tere. I'm already making plans to stop by here with my fianceé my first weekend back.,4 years ago
Taqueria Dona Tere,Adam Halpaus,5 stars,"Looking for a reason to go back to the mall? This is it! Fresh, well prepared, and great service!",a year ago
Taqueria Dona Tere,Sherri B,5 stars,"First time ordering lunch here on 3/5/21, the food was amazing! A great deal for the price! Thank-you!",4 years ago
Taqueria Dona Tere,Nawalll,5 stars,Their steak burrito was literally one of the best things I’ve ever eaten HOLYYYY 😩 defo recommend this place!! …,2 years ago
Taqueria Dona Tere,James Pixley,5 stars,Eat here very regularly and the staff are always super friendly and the food is incredible. Elotes is amazing and their steak tacos always hit the spot!,5 years ago
Taqueria Dona Tere,Cindy Nelson,5 stars,Love there authentic Mexican food. The corn tortillas they use for there tacos are the best. Service is always friendly and fast.,3 years ago
Taqueria Dona Tere,KC Kola,5 stars,Authentic!!! The hot sauce is exceptional. Longest line in the food court for good reason. Service is friendly!,3 years ago
